資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,曜日(発生年月日),祝日(発生年月日),緯度,経度,発生日,発生時,color
本票,大阪,北堺,0261,負傷,0,1,10020,対象外,0020,146,昼－昼,雨,市街地－人口集中,舗装－湿潤,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－防護柵等,車両相互,45～54歳,25～34歳,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,60㎞／ｈ以下,60㎞／ｈ以下,後-無,前-無,小破,小破,その他,その他,その他,その他,負傷,損傷なし,土,その他,34.565463,135.509048,2020-07-04,12:08,blue
本票,大阪,北堺,0262,負傷,0,1,03100,対象外,0025,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－防護柵等,車両相互,65～74歳,55～64歳,乗用車－普通車,貨物車－普通車,事業用,自家用,乗用車,貨物車,40㎞／ｈ以下,40㎞／ｈ以下,右後-無,左前-無,小破,小破,その他,その他,その他,その他,負傷,損傷なし,金,その他,34.559939,135.494341,2020-06-26,17:29,blue
本票,大阪,北堺,0263,負傷,0,1,10070,対象外,0097,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－防護柵等,車両相互,25～34歳,25～34歳,乗用車－普通車,貨物車－普通車,自家用,自家用,乗用車,貨物車,50㎞／ｈ以下,50㎞／ｈ以下,後-無,前-無,小破,小破,その他,その他,その他,その他,負傷,損傷なし,金,その他,34.569701,135.515586,2020-06-26,17:03,blue
本票,大阪,北堺,0264,負傷,0,1,10020,対象外,0034,146,昼－昼,雨,市街地－人口集中,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－防護柵等,車両相互,45～54歳,45～54歳,貨物車－大型車,乗用車－軽自動車,事業用,自家用,貨物車,乗用車,60㎞／ｈ以下,60㎞／ｈ以下,後-無,前-無,小破,小破,その他,その他,その他,その他,損傷なし,負傷,月,その他,34.561267,135.522577,2020-07-13,11:10,blue
本票,大阪,北堺,0265,負傷,0,1,10070,対象外,0081,146,昼－昼,雨,市街地－人口集中,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－5.5m以上,直線－下り,単路（交差点付近を含む）,規制なし,中央分離帯,区分なし,車両相互,35～44歳,0～24歳,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,60㎞／ｈ以下,60㎞／ｈ以下,後-無,前-左,小破,小破,その他,その他,その他,その他,損傷なし,損傷なし,火,その他,34.584216,135.516213,2020-07-14,08:41,blue
本票,大阪,北堺,0266,負傷,0,1,10070,対象外,0116,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－トンネル,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分なし,車両相互,45～54歳,0～24歳,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,指定の速度規制なし等,指定の速度規制なし等,後-無,前-無,小破,小破,その他,その他,その他,その他,負傷,損傷なし,金,その他,34.555538,135.505223,2020-07-17,17:00,blue
本票,大阪,北堺,0267,負傷,0,1,10020,対象外,0025,146,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,規制なし,表示なし,規制なし,表示なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,55～64歳,55～64歳,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,前-無,左-無,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,34.565333,135.514588,2020-07-16,07:16,blue
本票,大阪,北堺,0268,負傷,0,1,10070,対象外,0105,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,45～54歳,45～54歳,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,指定の速度規制なし等,指定の速度規制なし等,前-無,後-無,小破,小破,その他,その他,その他,その他,損傷なし,負傷,土,その他,34.562200,135.511793,2020-07-11,13:11,blue
本票,大阪,北堺,0269,負傷,0,1,30990,対象外,0000,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,対象外当事者,その他,対象外当事者,その他,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,25～34歳,0～24歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,40㎞／ｈ以下,40㎞／ｈ以下,右-無,右前-無,小破,小破,その他,その他,その他,その他,負傷,損傷なし,木,その他,34.557366,135.524540,2020-07-16,17:36,blue
本票,大阪,北堺,0270,負傷,0,2,10070,対象外,0106,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－防護柵等,車両相互,45～54歳,45～54歳,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,指定の速度規制なし等,指定の速度規制なし等,右前-無,左後-右前,中破,中破,その他,その他,その他,その他,損傷なし,負傷,木,その他,34.561898,135.511532,2020-07-16,16:30,blue
本票,大阪,北堺,0271,負傷,0,1,30990,対象外,0000,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,標準－反射式,表示なし,規制なし,表示なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,25～34歳,75歳以上,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,右前-無,左-無,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,土,その他,34.581223,135.510460,2020-06-20,08:59,blue
本票,大阪,北堺,0272,負傷,0,1,20040,対象外,0050,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,35～44歳,55～64歳,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,40㎞／ｈ以下,40㎞／ｈ以下,後-無,前-無,小破,小破,その他,その他,その他,その他,負傷,損傷なし,木,その他,34.583069,135.505020,2020-07-16,10:22,blue
本票,大阪,北堺,0273,負傷,0,1,10020,対象外,0020,146,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,規制なし,表示なし,規制なし,表示なし,交差点－大（13.0ｍ以上）－小,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－防護柵等,車両相互,25～34歳,45～54歳,乗用車－普通車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,乗用車,対象外当事者,40㎞／ｈ以下,60㎞／ｈ以下,右前-無,左-無,中破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,月,その他,34.565445,135.508909,2020-07-20,03:30,blue
本票,大阪,北堺,0274,負傷,0,1,30990,対象外,0000,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,規制なし,表示なし,標準－反射式,表示あり,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－路側帯,車両相互,25～34歳,45～54歳,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,前-無,左-無,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,34.575773,135.500588,2020-06-17,07:39,blue
本票,大阪,北堺,0275,負傷,0,2,10070,対象外,0099,146,昼－昼,雨,市街地－人口集中,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,25～34歳,75歳以上,貨物車－普通車,貨物車－軽自動車,自家用,自家用,貨物車,貨物車,50㎞／ｈ以下,50㎞／ｈ以下,後-無,前-無,小破,小破,その他,その他,その他,その他,負傷,損傷なし,日,その他,34.568677,135.515361,2020-07-26,16:18,blue
本票,大阪,北堺,0276,負傷,0,1,10400,対象外,8000,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,標準－反射式,表示なし,規制なし,表示なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分なし,車両相互,35～44歳,0～24歳,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,前-無,右-無,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,火,その他,34.567324,135.505800,2020-07-21,17:00,blue
本票,大阪,北堺,0277,負傷,0,1,20040,対象外,0055,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,規制なし,表示なし,規制なし,表示なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,75歳以上,45～54歳,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,前-無,右-無,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,火,その他,34.583036,135.502655,2020-07-21,15:12,blue
本票,大阪,北堺,0278,負傷,0,1,20040,対象外,0047,146,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,75歳以上,55～64歳,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,無-無,無-無,損壊なし,損壊なし,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,土,その他,34.582985,135.510823,2020-07-18,15:53,blue
本票,大阪,北堺,0279,負傷,0,1,10020,対象外,0025,146,昼－昼,雨,市街地－人口集中,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－防護柵等,車両相互,55～64歳,0～24歳,乗用車－軽自動車,二輪車－原付自転車,自家用,自家用,乗用車,対象外当事者,40㎞／ｈ以下,指定の速度規制なし等,左後-無,前-無,小破,小破,その他,対象外当事者,その他,対象外当事者,負傷,損傷なし,日,その他,34.565031,135.514606,2020-07-26,17:33,blue
本票,大阪,北堺,0280,負傷,0,1,30990,対象外,0000,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,標準－反射式,表示あり,規制なし,表示なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,35～44歳,25～34歳,乗用車－普通車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,乗用車,対象外当事者,30㎞／ｈ以下,指定の速度規制なし等,左-無,前-無,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,34.568299,135.500715,2020-07-16,15:55,blue
本票,大阪,北堺,0281,負傷,0,3,10400,対象外,8000,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,65～74歳,45～54歳,乗用車－普通車,乗用車－軽自動車,事業用,自家用,乗用車,乗用車,40㎞／ｈ以下,40㎞／ｈ以下,前-無,後-無,小破,小破,その他,その他,その他,その他,損傷なし,負傷,火,その他,34.566181,135.510952,2020-07-28,08:35,blue
本票,大阪,北堺,0282,負傷,0,2,10020,対象外,0020,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,規制なし,表示なし,規制なし,表示なし,交差点－大（13.0ｍ以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,45～54歳,25～34歳,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,60㎞／ｈ以下,40㎞／ｈ以下,前-無,右-無,中破,中破,その他,その他,その他,その他,損傷なし,負傷,火,その他,34.565405,135.508893,2020-07-28,17:42,blue
本票,大阪,北堺,0283,負傷,0,1,30990,対象外,0000,146,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両相互,25～34歳,35～44歳,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,30㎞／ｈ以下,対象外当事者,前-無,右-無,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,34.557189,135.491222,2020-07-29,08:20,blue
本票,大阪,北堺,0284,負傷,0,1,30990,対象外,3099,146,夜－暮,曇,市街地－人口集中,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,規制なし,表示なし,対象外当事者,その他,交差点－大（13.0ｍ以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－防護柵等,人対車両,35～44歳,55～64歳,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,無-無,無-無,損壊なし,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,日,その他,34.572345,135.509798,2020-07-26,20:00,blue
本票,大阪,北堺,0285,負傷,0,1,10370,対象外,0013,146,昼－昼,雨,市街地－人口集中,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両相互,55～64歳,25～34歳,乗用車－普通車,二輪車－原付自転車,事業用,自家用,乗用車,対象外当事者,指定の速度規制なし等,30㎞／ｈ以下,右前-無,左-無,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,月,その他,34.552212,135.481853,2020-07-13,12:53,blue
本票,大阪,南堺,0117,負傷,0,1,30990,対象外,0000,145,昼－昼,曇,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両相互,0～24歳,75歳以上,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,左前-無,前-無,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,月,その他,34.482892,135.480977,2020-06-01,13:27,blue
本票,大阪,南堺,0118,負傷,0,1,30990,対象外,0000,145,昼－昼,雨,市街地－人口集中,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,規制なし,表示なし,対象外当事者,その他,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－縁石・ブロック等,人対車両,75歳以上,75歳以上,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,前-無,無-無,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,34.484680,135.527628,2020-06-25,11:30,blue
本票,大阪,南堺,0119,負傷,0,1,30990,対象外,0000,145,昼－昼,曇,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,規制なし,表示なし,対象外当事者,その他,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,人対車両,35～44歳,55～64歳,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,30㎞／ｈ以下,対象外当事者,右前-無,無-無,小破,対象外当事者,装備あり 作動,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,34.492410,135.512036,2020-07-01,07:37,blue
本票,大阪,南堺,0120,負傷,0,1,30990,対象外,0000,145,昼－昼,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,規制なし,表示なし,標準－反射式,表示あり,交差点－小（5.5m未満）－小,直線－上り,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,25～34歳,45～54歳,乗用車－普通車,二輪車－原付自転車,自家用,自家用,乗用車,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,前-無,左-無,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,土,その他,34.482100,135.500111,2020-06-27,17:45,blue
本票,大阪,南堺,0121,負傷,0,1,10600,対象外,0000,145,夜－暮,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分なし,車両相互,75歳以上,45～54歳,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,60㎞／ｈ以下,60㎞／ｈ以下,右-無,左-無,小破,小破,その他,その他,その他,その他,損傷なし,負傷,木,その他,34.485660,135.490887,2020-06-25,20:10,blue
本票,大阪,南堺,0122,負傷,0,1,20260,対象外,0000,145,夜－夜,曇,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,対象外当事者,その他,対象外当事者,その他,交差点－大（13.0ｍ以上）－大,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－縁石・ブロック等,人対車両,45～54歳,不明,歩行者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,無-無,無-無,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,負傷,対象外当事者,木,その他,34.492946,135.470008,2020-07-02,21:10,blue
本票,大阪,南堺,0123,負傷,0,1,30990,対象外,0000,145,夜－夜,雨,市街地－その他,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,規制なし,表示なし,規制なし,表示なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,45～54歳,25～34歳,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,30㎞／ｈ以下,30㎞／ｈ以下,後-無,前-無,小破,小破,その他,その他,その他,その他,負傷,損傷なし,日,その他,34.501753,135.495062,2020-06-28,02:40,blue
本票,大阪,南堺,0124,負傷,0,1,99000,対象外,0000,145,昼－昼,晴,市街地－その他,舗装－乾燥,一般交通の場所,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,35～44歳,75歳以上,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,指定の速度規制なし等,指定の速度規制なし等,左後-無,左前-無,小破,小破,その他,その他,その他,その他,負傷,損傷なし,水,その他,34.490937,135.476681,2020-03-25,15:16,blue
本票,大阪,南堺,0125,負傷,0,1,10600,対象外,0034,145,昼－昼,雨,市街地－人口集中,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－3.5m未満,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分なし,車両相互,35～44歳,35～44歳,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,60㎞／ｈ以下,60㎞／ｈ以下,後-無,前-無,中破,小破,その他,その他,その他,その他,負傷,損傷なし,水,その他,34.479751,135.482487,2020-07-08,07:35,blue
本票,大阪,南堺,0126,負傷,0,1,30990,対象外,0000,145,昼－昼,雨,市街地－その他,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,規制なし,表示なし,標準－反射式,表示あり,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ポストコーン,区分あり－縁石・ブロック等,車両相互,35～44歳,0～24歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,40㎞／ｈ以下,指定の速度規制なし等,右-無,前-無,小破,小破,その他,その他,その他,その他,負傷,損傷なし,金,その他,34.482671,135.470998,2020-07-10,09:52,blue
本票,大阪,南堺,0127,負傷,0,1,10240,対象外,0000,145,昼－昼,雨,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分あり－路側帯,車両相互,25～34歳,45～54歳,貨物車－準中型車,貨物車－軽自動車,自家用,自家用,貨物車,貨物車,60㎞／ｈ以下,60㎞／ｈ以下,前-無,後-前,小破,小破,その他,その他,その他,その他,損傷なし,損傷なし,月,その他,34.503668,135.512094,2020-07-13,08:15,blue
本票,大阪,南堺,0128,負傷,0,1,30990,対象外,0000,145,昼－昼,雨,市街地－人口集中,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－3.5m未満,直線－下り,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,25～34歳,25～34歳,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,40㎞／ｈ以下,40㎞／ｈ以下,後-無,前-無,小破,小破,その他,その他,その他,その他,負傷,損傷なし,金,その他,34.486473,135.523332,2020-07-17,16:55,blue
本票,大阪,南堺,0129,負傷,0,2,20580,対象外,0000,145,昼－昼,雨,市街地－その他,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,標準－反射式,表示あり,規制なし,表示なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,25～34歳,55～64歳,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,指定の速度規制なし等,40㎞／ｈ以下,右前-無,左前-無,小破,小破,その他,その他,その他,その他,損傷なし,負傷,金,その他,34.468945,135.493042,2020-07-17,09:35,blue
本票,大阪,南堺,0130,負傷,0,1,30990,対象外,0000,145,昼－昼,雨,市街地－人口集中,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,ゾーン30,中央分離なし,区分なし,車両相互,45～54歳,不明,二輪車－自動二輪－原付二種－51～125cc,対象外当事者,自家用,対象外当事者,対象外当事者,対象外当事者,30㎞／ｈ以下,対象外当事者,後-無,無-無,小破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,負傷,対象外当事者,土,その他,34.495517,135.496567,2020-07-25,07:50,blue
本票,大阪,南堺,0131,負傷,0,1,20260,対象外,0000,145,昼－昼,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,65～74歳,25～34歳,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,60㎞／ｈ以下,60㎞／ｈ以下,左前-無,後-無,中破,中破,装備あり 作動,その他,その他,その他,損傷なし,負傷,日,その他,34.469609,135.477514,2020-07-26,08:06,blue
本票,大阪,南堺,0132,負傷,0,1,20260,対象外,0000,145,昼－昼,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,規制なし,表示なし,規制なし,表示あり,交差点－大（13.0ｍ以上）－大,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－防護柵等,車両相互,75歳以上,65～74歳,二輪車－原付自転車,軽車両－自転車,自家用,対象外当事者,対象外当事者,対象外当事者,30㎞／ｈ以下,対象外当事者,前-無,前-無,小破,小破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,損傷なし,負傷,火,その他,34.504943,135.518176,2020-07-28,10:23,blue
本票,大阪,せたな,0432,負傷,0,1,10090,対象外,1720,144,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,対象外当事者,その他,対象外当事者,その他,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－防護柵等,車両相互,0～24歳,0～24歳,貨物車－準中型車,乗用車－普通車,自家用,自家用,貨物車,乗用車,60㎞／ｈ以下,60㎞／ｈ以下,後-無,前-無,小破,小破,その他,その他,その他,その他,負傷,損傷なし,月,その他,34.564497,135.454480,2020-07-20,08:27,blue
